"","Gene","Pathway","Function","logFC.EXPO1X","logFC.EXPO1000X","FDR","NDD"
"738","SNAI1","Progesterone","PsychencodeTF&DEG",0.0545433234358656,-0.541419583116797,0.0120667406550169,"NO"
"739","SNAI2","PPAR","PsychencodeTF&DEG",-0.135458250531502,-0.932039325864206,0.0237644463235054,"NO"
"740","SNAI2","Thyroid","PsychencodeTF&DEG",-0.135458250531502,-0.932039325864206,0.0237644463235054,"NO"
"741","SNAI2","Estrogen","PsychencodeTF&DEG",-0.135458250531502,-0.932039325864206,0.0237644463235054,"NO"
"744","SOD3","PPAR","DEG",0.0666950376034523,0.946597917240904,0.0450345100235673,"NO"
"745","SOD3","Thyroid","DEG",0.0666950376034523,0.946597917240904,0.0450345100235673,"NO"
"746","SOX10","Progesterone","PsychencodeTF&DEG",-0.711143777154578,-1.40890034865538,0.00253024755554853,"NO"
"752","SOX9","Androgen","PsychencodeTF",0.326612182076027,0.380690548528021,0.0224030541508607,"NO"
"753","SOX9","Estrogen","PsychencodeTF",0.326612182076027,0.380690548528021,0.0224030541508607,"NO"
"754","SOX9","Retinoic","PsychencodeTF",0.326612182076027,0.380690548528021,0.0224030541508607,"NO"
"755","SOX9","Thyroid","PsychencodeTF",0.326612182076027,0.380690548528021,0.0224030541508607,"NO"
"756","SOX9","Corticoid","PsychencodeTF",0.326612182076027,0.380690548528021,0.0224030541508607,"NO"
"757","SP5","Thyroid","PsychencodeTF&DEG",0.942261223074879,0.590563188917822,0.000534755878262269,"NO"
"758","SPARCL1","PPAR","DEG",0.285177702547413,-0.594964701334972,0.00144282402790166,"YES"
"759","SPARCL1","Estrogen","DEG",0.285177702547413,-0.594964701334972,0.00144282402790166,"YES"
"760","SPHKAP","Thyroid","DEG",-0.170851943788246,-1.50048676997207,0.00223279089791041,"NO"
"765","SREBF1","Retinoic","PsychencodeTF",0.0700592232221859,0.243214932303609,0.0108409002069748,"NO"
"766","SREBF1","Estrogen","PsychencodeTF",0.0700592232221859,0.243214932303609,0.0108409002069748,"NO"
"767","SREBF1","PPAR","PsychencodeTF",0.0700592232221859,0.243214932303609,0.0108409002069748,"NO"
"768","SREBF1","Corticoid","PsychencodeTF",0.0700592232221859,0.243214932303609,0.0108409002069748,"NO"
"769","SREBF1","Progesterone","PsychencodeTF",0.0700592232221859,0.243214932303609,0.0108409002069748,"NO"
"774","ST8SIA3","PPAR","DEG",0.135169044506443,-0.573175640001779,0.00164487997582941,"YES"
"775","STAG3L1","Estrogen","DEG",-0.685405683776369,-0.686129036643806,0.0169462503500667,"NO"
"776","STAT2","Thyroid","PsychencodeTF",-0.23953640075815,-0.231567077391035,0.0240047798203982,"YES"
"777","STAT2","Estrogen","PsychencodeTF",-0.23953640075815,-0.231567077391035,0.0240047798203982,"YES"
"783","STMN2","PPAR","DEG",-0.261519673648326,-0.504050013188064,0.00176502660369358,"NO"
"784","TAC3","Androgen","DEG",-0.961025977403657,0.353208822109523,0.0069184028725457,"NO"
"785","TACC3","Corticoid","DEG",0.652504603576135,0.727787430359096,0.0299304460635601,"NO"
"786","TACC3","Thyroid","DEG",0.652504603576135,0.727787430359096,0.0299304460635601,"NO"
"787","TACC3","Estrogen","DEG",0.652504603576135,0.727787430359096,0.0299304460635601,"NO"
"788","TACC3","Androgen","DEG",0.652504603576135,0.727787430359096,0.0299304460635601,"NO"
"789","TENM1","PPAR","DEG",-0.373330620379897,-0.578024151784242,0.00611519486325499,"NO"
"790","TENM3","Thyroid","DEG",0.569718274734729,0.436667973713896,0.00107252297327375,"YES"
"791","TFDP1","Retinoic","PsychencodeTF",0.201508021636873,0.190510995788071,0.0337283180941395,"NO"
"792","TFDP1","Corticoid","PsychencodeTF",0.201508021636873,0.190510995788071,0.0337283180941395,"NO"
"793","TFDP1","Estrogen","PsychencodeTF",0.201508021636873,0.190510995788071,0.0337283180941395,"NO"
"794","TFDP1","Thyroid","PsychencodeTF",0.201508021636873,0.190510995788071,0.0337283180941395,"NO"
"795","TFDP1","PPAR","PsychencodeTF",0.201508021636873,0.190510995788071,0.0337283180941395,"NO"
"796","TFPI","Estrogen","DEG",0.132745144675113,-0.570880792049009,0.0211046606803789,"NO"
"797","TFPI","Progesterone","DEG",0.132745144675113,-0.570880792049009,0.0211046606803789,"NO"
"798","TFPI","Retinoic","DEG",0.132745144675113,-0.570880792049009,0.0211046606803789,"NO"
"799","TFPI","Thyroid","DEG",0.132745144675113,-0.570880792049009,0.0211046606803789,"NO"
"800","TGFB2","Estrogen","DEG",0.666073998084611,0.538769869796921,0.0027001940758856,"NO"
"801","TGFB2","Thyroid","DEG",0.666073998084611,0.538769869796921,0.0027001940758856,"NO"
"802","TGFB2","Progesterone","DEG",0.666073998084611,0.538769869796921,0.0027001940758856,"NO"
"803","TGM1","Thyroid","DEG",-0.766146397741939,-0.65144800757696,0.023560157084707,"YES"
"804","TH","Corticoid","DEG",0.317341827487182,-0.566752171147801,0.00164487997582941,"YES"
"805","TH","Estrogen","DEG",0.317341827487182,-0.566752171147801,0.00164487997582941,"YES"
"806","THBS1","Progesterone","DEG",-0.558582022182618,-0.127540714333524,0.0316627215425681,"YES"
"807","THBS1","Androgen","DEG",-0.558582022182618,-0.127540714333524,0.0316627215425681,"YES"
"808","THBS1","Thyroid","DEG",-0.558582022182618,-0.127540714333524,0.0316627215425681,"YES"
"810","TLE2","Estrogen","DEG",-0.323516447597374,-0.822431505724464,0.026085166052587,"NO"
"811","TLE2","Retinoic","DEG",-0.323516447597374,-0.822431505724464,0.026085166052587,"NO"
"812","TM4SF1","Estrogen","DEG",0.53726292941247,-0.278085601702988,0.019974026622754,"NO"
"813","TM4SF1","Progesterone","DEG",0.53726292941247,-0.278085601702988,0.019974026622754,"NO"
"814","TM4SF1","Corticoid","DEG",0.53726292941247,-0.278085601702988,0.019974026622754,"NO"
"815","TMEFF2","Androgen","DEG",0.206760228888835,-0.602794875386714,0.000224932094635943,"YES"
"819","TNFRSF25","Thyroid","DEG",-0.611497409909829,-0.652058341237613,0.0163571299935814,"NO"
"820","TP73","PPAR","PsychencodeTF",-0.251723484815689,0.217289168073896,0.00130440556755736,"NO"
"821","TPGS1","Estrogen","DEG",1.31819098661005,1.24630695208178,0.0369402790372943,"NO"
"824","TRAPPC5","PPAR","DEG",0.581383265535418,0.593118708528309,0.0408613030437936,"NO"
"825","TRAPPC5","Estrogen","DEG",0.581383265535418,0.593118708528309,0.0408613030437936,"NO"
"826","TRIL","Estrogen","DEG",0.850296660742963,0.23815344476355,0.00187818503848571,"NO"
"827","TRIM22","PPAR","DEG",-0.689264518978677,-0.180216890007373,0.00357664318430071,"NO"
"828","TSNAXIP1","Androgen","DEG",-0.584588457167623,-0.352233789756161,0.0227099091022657,"NO"
"829","TTYH3","Thyroid","DEG",0.375147665772667,0.524040521297192,0.00769871500476951,"NO"
"830","TTYH3","Corticoid","DEG",0.375147665772667,0.524040521297192,0.00769871500476951,"NO"
"831","TVP23C","PPAR","DEG",-0.436529567710279,-0.585240766265119,0.00113639995561922,"NO"
"832","TWIST1","Thyroid","DEG",-0.0714762104482882,-1.39517291791241,0.0304693649306935,"NO"
"833","TXN2","Thyroid","DEG",0.238239199363567,0.541762322050727,0.0308631230305469,"NO"
"834","TYMS","PPAR","DEG",0.443327360350589,0.517562406018574,0.0396135053251309,"NO"
"835","TYMS","Progesterone","DEG",0.443327360350589,0.517562406018574,0.0396135053251309,"NO"
"836","TYMS","Thyroid","DEG",0.443327360350589,0.517562406018574,0.0396135053251309,"NO"
"837","TYMS","Corticoid","DEG",0.443327360350589,0.517562406018574,0.0396135053251309,"NO"
"838","TYMS","Estrogen","DEG",0.443327360350589,0.517562406018574,0.0396135053251309,"NO"
"842","USP6","Thyroid","DEG",-0.518301643815809,-0.493535842293208,0.026085166052587,"NO"
"843","VGF","PPAR","DEG",0.772946716568579,0.701722788753423,0.0135053494202163,"NO"
"844","VIPR2","Estrogen","DEG",-0.140742348888102,-0.777192125500756,0.00878281857264891,"NO"
"845","WFDC2","Thyroid","DEG",0.413385078796987,0.955957834124166,0.0225882180107447,"NO"
"846","WNT1","PPAR","DEG",0.423573429994129,-0.730590399935368,0.00812050501252125,"YES"
"847","WNT10B","Retinoic","DEG",-0.0680960625322322,-0.880285345087491,0.00640476628931998,"NO"
"848","WSB1","Thyroid","DEG",-0.562357615857009,-0.464497280436176,0.000365068056502048,"NO"
"849","WSB1","Androgen","DEG",-0.562357615857009,-0.464497280436176,0.000365068056502048,"NO"
"850","XDH","Thyroid","DEG",-0.532514049019781,-0.51573478956978,0.0144682100723212,"NO"
"851","XDH","Progesterone","DEG",-0.532514049019781,-0.51573478956978,0.0144682100723212,"NO"
"852","XDH","PPAR","DEG",-0.532514049019781,-0.51573478956978,0.0144682100723212,"NO"
"853","ZBTB7A","Androgen","PsychencodeTF",0.239967001466287,0.340341531511731,0.0496103882321382,"NO"
"855","ZFHX3","Thyroid","PsychencodeTF",0.11892834211551,-0.163301911055503,0.0312195741289284,"YES"
"856","ZNF219","PPAR","PsychencodeTF",0.252740077847568,0.250665936263086,0.0432884333364317,"YES"
"857","ZNF219","Thyroid","PsychencodeTF",0.252740077847568,0.250665936263086,0.0432884333364317,"YES"
